app_date,cred_score,device_cost,down_payment,payment_type,borrower_age,delinquency_90_days
2024-11-07,699,1165.28,211.32,Credit,23,Performing/paid off
2020-04-26,708,673.35,179.57,Credit,25,Performing/paid off
2023-12-04,842,1131.72,276.73,Credit,59,Performing/paid off
2020-03-30,510,720.01,0.0,Credit,49,Performing/paid off
2023-04-16,566,788.53,28.25,Cash,30,Performing/paid off
2020-05-29,676,816.2,0.0,Credit,41,Performing/paid off
2022-01-11,602,964.12,212.17,Cash,36,Performing/paid off
2020-03-25,695,881.57,183.23,Cash,28,90+ delinquent/default
2021-07-06,737,838.42,261.14,Bank transfer,34,Performing/paid off
2022-04-07,728,975.83,144.35,Cash,41,90+ delinquent/default
2024-09-18,750,1074.65,252.9,Cash,27,Performing/paid off
2025-02-26,769,783.04,138.38,Credit,47,Performing/paid off
2024-10-09,565,1258.38,71.7,Credit,29,Performing/paid off
2025-04-27,663,1421.07,138.21,Credit,42,Performing/paid off
2020-07-02,807,969.43,309.79,Credit,34,90+ delinquent/default
2022-03-25,695,916.06,69.4,Cash,47,Performing/paid off
2023-02-04,704,923.28,246.54,Credit,28,Performing/paid off
2025-03-18,782,1299.69,268.62,Credit,36,Performing/paid off
2023-06-14,583,848.02,77.42,Credit,30,Performing/paid off
2020-06-01,739,775.26,165.12,Cash,53,Performing/paid off
2025-04-19,753,1114.57,167.75,Credit,18,Performing/paid off
2024-08-03,651,1445.76,103.93,Cash,21,90+ delinquent/default
2024-09-25,759,1211.31,242.35,Credit,30,Performing/paid off
2021-02-15,682,786.21,200.62,Bank transfer,25,90+ delinquent/default
2020-05-19,707,804.51,227.59,Bank transfer,28,Performing/paid off
2020-08-04,645,619.75,52.55,Cash,28,Performing/paid off
2022-06-22,728,918.86,308.77,Credit,36,90+ delinquent/default
2020-05-04,649,595.92,134.87,Cash,18,90+ delinquent/default
2022-01-14,777,930.92,170.8,Credit,33,Performing/paid off
2020-06-26,722,830.71,193.8,Credit,37,Performing/paid off
2020-08-15,644,745.22,64.39,Cash,29,90+ delinquent/default
2022-09-12,647,562.15,0.0,Credit,32,Performing/paid off
2024-11-13,625,1088.25,117.46,Cash,18,90+ delinquent/default
2022-06-26,670,1464.99,105.28,Bank transfer,50,90+ delinquent/default
2020-07-28,642,646.1,10.79,Credit,43,Performing/paid off
2021-03-02,689,956.56,114.38,Credit,19,Performing/paid off
2023-12-20,667,757.81,141.34,Credit,55,Performing/paid off
2022-07-28,565,943.84,0.0,Cash,29,90+ delinquent/default
2023-07-15,600,836.2,126.32,Cash,23,Performing/paid off
2023-03-07,547,883.92,0.0,Bank transfer,36,Performing/paid off
2024-12-31,717,1134.13,247.49,Bank transfer,30,90+ delinquent/default
2022-12-31,642,1028.8,59.68,Cash,49,Performing/paid off
2023-10-23,696,1062.17,190.51,Credit,35,Performing/paid off
2023-10-10,695,818.2,119.12,Cash,23,90+ delinquent/default
2022-06-02,712,1068.85,185.26,Credit,28,Performing/paid off
2023-04-06,763,871.18,256.26,Bank transfer,27,90+ delinquent/default
2020-11-29,694,965.81,235.63,Credit,36,Performing/paid off
2024-01-06,525,1127.31,0.0,Credit,50,Performing/paid off
2024-11-05,588,1366.46,116.82,Credit,18,Performing/paid off
2020-05-08,640,898.34,79.25,Cash,40,90+ delinquent/default
2020-05-16,782,909.2,212.87,Credit,32,Performing/paid off
2024-07-04,646,979.88,56.42,Cash,24,Performing/paid off
2022-01-13,576,805.67,0.0,Credit,45,Performing/paid off
2021-05-05,662,713.25,6.51,Cash,40,Performing/paid off
2025-09-10,755,1171.06,214.33,Credit,37,Performing/paid off
2025-03-14,507,1116.38,0.0,Cash,41,Performing/paid off
2023-11-04,550,833.66,12.27,Bank transfer,18,Performing/paid off
2022-04-13,681,886.89,124.98,Credit,40,90+ delinquent/default
2025-02-13,688,876.68,42.69,Cash,27,Performing/paid off
2021-07-03,611,996.1,129.36,Credit,33,Performing/paid off
2024-08-28,694,736.05,162.9,Cash,46,Performing/paid off
2022-06-11,647,999.51,163.11,Cash,54,Performing/paid off
2023-06-14,680,1035.51,106.59,Credit,35,Performing/paid off
2021-03-20,656,1014.24,96.19,Credit,50,Performing/paid off
2023-07-08,738,1018.22,167.83,Credit,46,Performing/paid off
2024-05-05,525,1252.57,0.0,Bank transfer,33,Performing/paid off
2023-05-30,506,1113.48,0.0,Cash,48,Performing/paid off
2023-11-01,769,1111.01,211.91,Credit,40,Performing/paid off
2022-08-14,585,760.86,86.4,Cash,38,Performing/paid off
2022-06-15,655,701.47,0.0,Cash,33,Performing/paid off
2024-07-09,528,889.63,0.0,Bank transfer,40,Performing/paid off
2020-12-03,693,1113.81,203.51,Cash,29,Performing/paid off
2023-03-12,806,1100.52,390.66,Cash,26,Performing/paid off
2023-12-16,700,1143.76,239.14,Cash,27,Performing/paid off
2020-05-10,696,866.98,194.77,Credit,18,Performing/paid off
2025-03-31,638,1110.98,188.17,Credit,33,Performing/paid off
2021-08-13,704,913.32,202.56,Bank transfer,35,Performing/paid off
2022-03-17,618,1049.59,184.93,Cash,46,Performing/paid off
2020-07-05,709,786.54,162.09,Credit,29,Performing/paid off
2020-11-16,670,759.82,128.65,Cash,48,Performing/paid off
2021-01-28,668,787.28,125.75,Credit,28,Performing/paid off
2024-12-21,626,910.25,127.47,Credit,30,Performing/paid off
2021-07-12,696,954.27,248.65,Bank transfer,43,Performing/paid off
2024-04-16,638,974.77,212.02,Credit,36,90+ delinquent/default
2023-11-07,584,710.9,0.0,Credit,31,Performing/paid off
2023-05-17,664,995.95,135.78,Bank transfer,41,Performing/paid off
2024-02-17,607,1255.61,162.38,Cash,37,90+ delinquent/default
2024-09-30,599,1150.61,53.63,Credit,31,Performing/paid off
2020-06-30,641,906.76,0.0,Credit,27,Performing/paid off
2024-04-16,738,863.71,226.22,Credit,31,Performing/paid off
2024-11-11,645,1394.29,297.51,Credit,57,90+ delinquent/default
2023-09-26,583,964.7,115.32,Cash,42,90+ delinquent/default
2024-02-02,840,999.66,267.43,Credit,46,Performing/paid off
2022-05-03,677,550.03,43.25,Credit,38,90+ delinquent/default
2021-03-14,762,938.11,183.38,Cash,25,Performing/paid off
2023-03-05,658,893.24,116.15,Bank transfer,43,Performing/paid off
2020-02-16,702,859.33,168.32,Cash,24,90+ delinquent/default
2021-11-24,603,1057.0,122.78,Credit,29,Performing/paid off
2020-11-27,666,1237.18,195.26,Credit,27,90+ delinquent/default
2025-09-08,700,912.03,209.4,Cash,31,Performing/paid off
2025-03-29,628,1073.32,5.16,Credit,24,90+ delinquent/default
2025-04-27,620,1189.75,117.96,Credit,26,Performing/paid off
2024-06-02,656,1037.05,69.78,Cash,19,Performing/paid off
2024-08-23,622,1303.4,176.12,Credit,24,Performing/paid off
2024-09-16,648,962.82,151.79,Credit,35,Performing/paid off
2020-07-01,600,655.72,68.4,Bank transfer,49,Performing/paid off
2022-07-24,712,986.21,215.31,Credit,51,Performing/paid off
2020-02-29,665,696.82,37.42,Credit,40,Performing/paid off
2020-06-10,716,591.41,118.86,Cash,31,90+ delinquent/default
2024-09-10,612,1215.75,244.08,Credit,33,Performing/paid off
2023-03-12,614,870.83,28.78,Cash,31,Performing/paid off
2021-10-17,653,1042.76,98.72,Credit,19,90+ delinquent/default
2023-09-12,688,898.9,97.66,Credit,35,Performing/paid off
2024-04-19,697,754.03,89.59,Credit,22,90+ delinquent/default
2020-04-22,750,511.71,118.08,Credit,19,Performing/paid off
2021-03-23,649,927.5,111.42,Credit,28,Performing/paid off
2023-06-09,648,838.33,102.45,Credit,31,Performing/paid off
2021-07-12,619,903.62,139.72,Credit,42,Performing/paid off
2020-11-25,637,998.41,106.08,Cash,26,Performing/paid off
2020-03-09,710,726.5,175.38,Credit,31,90+ delinquent/default
2024-07-19,701,1154.52,162.68,Cash,33,Performing/paid off
2025-08-30,688,831.61,23.62,Cash,23,Performing/paid off
2020-05-31,677,840.49,96.97,Bank transfer,41,Performing/paid off
2022-10-08,726,1157.41,155.57,Credit,29,Performing/paid off
2022-05-17,616,1191.13,106.12,Cash,52,Performing/paid off
2023-09-05,668,1064.55,94.08,Credit,35,Performing/paid off
2025-07-15,669,989.36,68.99,Credit,39,Performing/paid off
2021-10-11,577,1015.15,100.87,Cash,18,Performing/paid off
2022-01-06,628,779.6,132.3,Credit,30,Performing/paid off
2024-11-10,682,1101.82,124.5,Cash,43,Performing/paid off
2023-07-01,642,978.84,167.73,Credit,31,Performing/paid off
2023-01-28,721,972.14,157.61,Credit,32,Performing/paid off
2025-09-21,666,860.51,30.32,Credit,36,Performing/paid off
2025-01-01,674,1266.1,17.86,Cash,20,Performing/paid off
2024-07-01,599,1187.75,157.8,Cash,50,90+ delinquent/default
2023-07-21,813,1084.0,193.25,Credit,18,Performing/paid off
2022-05-02,629,899.78,80.14,Cash,32,Performing/paid off
2022-01-05,620,1060.21,178.16,Credit,34,Performing/paid off
2021-12-18,761,772.24,92.12,Credit,29,Performing/paid off
2021-06-03,790,1047.53,333.16,Bank transfer,35,Performing/paid off
2023-07-13,672,781.08,12.69,Cash,18,Performing/paid off
2020-02-25,641,748.49,173.4,Cash,38,Performing/paid off
2024-09-22,696,1060.19,99.43,Cash,43,Performing/paid off
2025-03-25,696,1172.8,126.17,Credit,26,Performing/paid off
2025-01-27,726,993.65,258.49,Credit,19,Performing/paid off
2022-12-25,591,1125.01,43.89,Bank transfer,30,Performing/paid off
2022-09-16,731,1230.65,197.89,Bank transfer,37,Performing/paid off
2022-12-02,744,997.34,109.91,Credit,53,Performing/paid off
2021-09-19,617,822.43,0.0,Credit,37,Performing/paid off
2020-09-19,665,800.88,42.34,Cash,45,90+ delinquent/default
2023-07-05,707,1023.69,143.2,Credit,31,Performing/paid off
2021-10-25,771,871.0,351.53,Credit,27,Performing/paid off
2024-07-05,611,944.21,0.0,Credit,29,Performing/paid off
2023-05-23,498,969.5,18.56,Credit,31,Performing/paid off
2020-08-18,545,755.52,107.89,Cash,40,90+ delinquent/default
2024-10-30,724,1096.07,228.2,Credit,38,Performing/paid off
2021-04-19,759,966.49,288.62,Credit,41,Performing/paid off
2022-01-19,737,1048.16,211.13,Cash,33,Performing/paid off
2023-05-28,634,846.68,95.72,Credit,40,Performing/paid off
2024-07-04,727,909.18,176.43,Bank transfer,21,Performing/paid off
2021-05-30,771,1011.1,181.38,Credit,29,Performing/paid off
2023-11-13,669,1207.5,152.72,Credit,30,90+ delinquent/default
2024-12-31,767,1124.11,123.56,Credit,24,Performing/paid off
2020-01-09,733,964.33,230.3,Credit,35,Performing/paid off
2022-06-30,760,869.86,230.26,Cash,28,Performing/paid off
2022-01-30,589,924.17,34.11,Cash,44,90+ delinquent/default
2020-04-04,624,795.75,39.16,Credit,48,90+ delinquent/default
2022-08-04,585,974.18,75.65,Credit,45,Performing/paid off
2023-08-14,649,1169.58,137.45,Cash,40,Performing/paid off
2021-10-04,637,974.03,89.19,Credit,30,90+ delinquent/default
2021-06-13,605,860.18,109.24,Cash,30,Performing/paid off
2021-02-02,629,596.54,188.83,Cash,39,Performing/paid off
2022-05-31,658,911.37,146.13,Cash,33,Performing/paid off
2021-07-08,750,817.5,74.61,Credit,20,Performing/paid off
2020-03-17,650,916.3,223.66,Credit,36,Performing/paid off
2021-10-27,683,654.14,12.1,Cash,36,Performing/paid off
2024-04-28,802,828.98,221.97,Credit,39,Performing/paid off
2024-08-30,557,1196.93,59.95,Credit,38,Performing/paid off
2023-12-25,746,630.57,65.61,Credit,36,Performing/paid off
2025-04-18,611,841.71,10.27,Credit,38,Performing/paid off
2025-07-17,693,1128.08,214.98,Bank transfer,42,Performing/paid off
2021-10-02,723,708.41,139.25,Credit,42,Performing/paid off
2022-09-14,779,925.33,315.56,Credit,39,Performing/paid off
2023-01-19,746,1121.36,189.83,Credit,37,90+ delinquent/default
2020-02-18,657,515.84,190.43,Credit,24,Performing/paid off
2023-05-26,518,945.66,11.25,Credit,43,90+ delinquent/default
2022-04-04,748,954.24,262.66,Credit,27,Performing/paid off
2023-04-18,699,756.46,308.39,Cash,27,Performing/paid off
2021-09-02,733,823.63,201.84,Credit,18,90+ delinquent/default
2024-07-17,676,900.13,107.28,Cash,44,Performing/paid off
2023-11-08,685,815.71,55.85,Credit,35,Performing/paid off
2022-07-03,537,850.11,68.77,Credit,37,90+ delinquent/default
2023-02-25,772,969.0,289.71,Credit,43,Performing/paid off
2022-09-06,742,829.95,248.75,Credit,23,Performing/paid off
2024-03-18,621,1056.93,79.78,Credit,31,Performing/paid off
2024-11-14,661,1052.83,210.64,Bank transfer,18,Performing/paid off
2020-08-24,699,564.28,90.06,Credit,18,Performing/paid off
2022-10-29,568,904.35,153.49,Cash,39,90+ delinquent/default
2022-03-11,610,925.38,49.9,Credit,46,Performing/paid off
2022-03-03,595,802.8,156.41,Cash,53,Performing/paid off
2020-04-15,666,965.66,66.75,Cash,38,Performing/paid off
2025-06-29,751,682.3,108.24,Credit,34,Performing/paid off
2022-03-25,658,726.08,193.66,Credit,40,90+ delinquent/default
2020-11-29,666,665.54,126.97,Credit,33,Performing/paid off
2022-07-08,655,840.74,84.96,Credit,32,Performing/paid off
2023-10-27,783,870.94,126.88,Bank transfer,37,Performing/paid off
2021-05-08,748,886.8,214.47,Credit,18,90+ delinquent/default
2023-03-07,658,882.46,0.0,Cash,27,Performing/paid off
2020-04-20,628,1020.63,137.82,Cash,45,90+ delinquent/default
2020-07-01,605,872.42,210.75,Credit,36,90+ delinquent/default
2020-04-21,616,776.7,0.0,Cash,18,Performing/paid off
2022-08-14,737,588.97,38.98,Credit,22,90+ delinquent/default
2025-08-18,701,1144.54,274.8,Credit,37,Performing/paid off
2022-08-25,772,1002.53,173.02,Cash,29,Performing/paid off
2021-03-06,573,637.53,218.21,Cash,18,Performing/paid off
2025-06-17,764,1029.26,260.6,Credit,34,90+ delinquent/default
2023-07-22,762,876.21,142.7,Bank transfer,39,Performing/paid off
2023-08-08,813,865.16,288.32,Bank transfer,20,90+ delinquent/default
2020-06-11,713,782.81,95.91,Credit,46,90+ delinquent/default
2024-11-21,714,1066.97,97.44,Credit,36,Performing/paid off
2023-09-05,635,1050.67,201.42,Credit,49,Performing/paid off
2021-07-19,779,716.49,177.6,Cash,35,Performing/paid off
2023-12-26,710,1297.8,258.9,Credit,33,Performing/paid off
2020-07-11,564,670.13,155.64,Bank transfer,41,Performing/paid off
2024-03-28,612,1205.33,219.3,Credit,21,Performing/paid off
2020-03-15,755,701.49,173.03,Credit,34,90+ delinquent/default
2022-02-24,715,923.54,229.87,Cash,38,Performing/paid off
2020-12-27,658,755.15,41.81,Cash,32,90+ delinquent/default
2020-10-16,702,703.14,69.07,Cash,39,90+ delinquent/default
2022-10-08,688,893.76,220.74,Credit,39,90+ delinquent/default
2020-08-08,598,726.21,62.94,Cash,31,90+ delinquent/default
2024-05-29,623,810.31,202.93,Credit,35,90+ delinquent/default
2022-12-15,718,767.31,145.56,Cash,18,90+ delinquent/default
2024-10-13,669,1205.46,262.76,Cash,29,Performing/paid off
2022-02-07,738,1092.74,198.36,Cash,30,Performing/paid off
2023-06-03,626,1215.14,126.04,Credit,27,Performing/paid off
2024-06-22,640,1141.19,0.0,Bank transfer,45,Performing/paid off
2020-03-11,657,836.73,116.27,Credit,37,Performing/paid off
2022-04-19,820,849.38,183.99,Credit,26,90+ delinquent/default
2023-02-23,585,965.31,0.0,Bank transfer,38,Performing/paid off
2025-09-12,626,795.9,222.38,Credit,38,Performing/paid off
2023-03-01,735,989.12,171.06,Credit,43,Performing/paid off
2021-01-24,611,938.41,7.5,Credit,46,90+ delinquent/default
2023-04-15,619,1065.4,59.7,Cash,45,Performing/paid off
2020-01-19,717,971.93,164.79,Credit,36,Performing/paid off
2021-05-06,569,968.65,94.5,Bank transfer,48,Performing/paid off
2023-09-29,718,722.06,155.59,Credit,35,Performing/paid off
2023-08-07,656,1128.05,117.12,Cash,28,90+ delinquent/default
2024-01-02,685,976.88,139.56,Credit,25,90+ delinquent/default
2020-12-11,763,1087.07,335.91,Credit,21,Performing/paid off
2022-08-26,764,781.22,116.41,Cash,22,Performing/paid off
2023-06-17,666,1024.44,167.16,Credit,50,90+ delinquent/default
2020-10-31,620,1175.74,157.13,Credit,42,Performing/paid off
2020-01-01,732,882.92,196.68,Credit,24,Performing/paid off
2020-02-16,702,842.33,173.29,Cash,31,Performing/paid off
2020-11-14,740,927.75,224.94,Bank transfer,29,Performing/paid off
2021-06-03,754,888.34,116.47,Credit,34,90+ delinquent/default
2023-01-29,686,997.19,134.13,Credit,33,Performing/paid off
2023-03-26,705,799.06,150.98,Credit,53,Performing/paid off
2025-04-24,740,935.09,262.98,Bank transfer,24,Performing/paid off
2021-09-03,606,799.35,0.0,Cash,48,90+ delinquent/default
2020-05-11,671,639.93,91.54,Credit,29,Performing/paid off
2021-11-16,695,880.01,214.2,Credit,35,Performing/paid off
2024-01-09,679,985.44,267.17,Credit,33,Performing/paid off
2024-04-25,798,1138.21,399.26,Bank transfer,25,Performing/paid off
2021-06-16,696,629.87,98.11,Credit,35,Performing/paid off
2022-06-30,637,1012.61,180.03,Credit,30,Performing/paid off
2025-02-10,691,1007.23,142.49,Cash,18,Performing/paid off
2025-09-08,758,1090.51,316.97,Credit,33,Performing/paid off
2024-03-07,703,979.89,234.39,Cash,45,Performing/paid off
2022-03-08,735,969.66,356.15,Credit,40,Performing/paid off
2021-10-16,587,873.08,55.23,Cash,27,90+ delinquent/default
2021-07-30,612,866.71,134.93,Credit,33,Performing/paid off
2024-06-02,704,1243.31,212.44,Credit,24,90+ delinquent/default
2020-02-19,677,924.02,0.0,Credit,36,90+ delinquent/default
2022-05-08,668,798.9,141.35,Credit,41,90+ delinquent/default
2020-03-23,726,921.8,232.31,Credit,44,Performing/paid off
2022-06-02,665,986.84,125.67,Credit,41,90+ delinquent/default
2024-08-22,615,961.49,141.02,Cash,54,Performing/paid off
2024-06-21,664,819.21,184.08,Credit,24,90+ delinquent/default
2023-08-08,625,766.04,184.5,Credit,35,Performing/paid off
2022-09-27,464,1140.67,136.59,Cash,44,90+ delinquent/default
2022-12-30,717,1049.54,257.8,Cash,40,Performing/paid off
2025-09-23,565,1001.72,0.0,Credit,20,Performing/paid off
2020-01-08,700,1036.45,192.83,Cash,40,90+ delinquent/default
2020-09-05,707,752.76,201.6,Cash,21,Performing/paid off
2021-04-12,843,705.41,279.51,Credit,23,90+ delinquent/default
2025-01-29,694,1016.51,77.61,Cash,30,Performing/paid off
2025-05-31,631,966.38,188.95,Credit,36,Performing/paid off
2022-11-27,672,958.8,170.58,Cash,18,90+ delinquent/default
2024-05-22,661,710.56,67.23,Cash,38,Performing/paid off
2020-10-09,759,807.08,144.73,Credit,36,Performing/paid off
2022-03-10,681,1149.47,185.18,Credit,41,Performing/paid off
2023-04-29,654,1087.26,252.59,Cash,30,Performing/paid off
2021-10-13,619,1161.76,233.91,Credit,34,Performing/paid off
2023-03-13,643,969.45,279.0,Cash,48,Performing/paid off
2025-05-06,678,844.39,98.63,Bank transfer,30,Performing/paid off
2025-07-15,704,907.78,128.17,Credit,18,Performing/paid off
2023-08-10,780,1141.63,375.86,Credit,41,90+ delinquent/default
2023-12-28,640,980.6,13.71,Credit,50,Performing/paid off
2021-07-14,518,898.08,56.0,Cash,25,90+ delinquent/default
2020-11-07,750,932.96,187.81,Cash,39,90+ delinquent/default
2025-08-31,696,1159.07,166.78,Credit,33,Performing/paid off
2023-06-25,611,959.61,180.56,Bank transfer,41,Performing/paid off
2022-05-12,800,794.24,168.69,Credit,29,Performing/paid off
2024-01-19,732,844.47,76.46,Credit,43,Performing/paid off
2025-02-25,813,1071.77,285.85,Bank transfer,44,Performing/paid off
2022-11-24,729,897.44,175.2,Credit,37,Performing/paid off
2020-09-04,719,701.51,175.29,Cash,34,90+ delinquent/default
2020-02-10,826,640.78,202.54,Bank transfer,47,Performing/paid off
2020-08-26,688,840.39,135.62,Credit,31,Performing/paid off
2023-04-23,620,829.74,175.51,Credit,47,Performing/paid off
2022-05-25,668,896.6,81.05,Credit,24,Performing/paid off
2021-01-14,538,1047.7,58.22,Cash,36,Performing/paid off
2025-06-05,572,1179.45,50.88,Cash,47,Performing/paid off
2023-01-03,801,1048.36,258.43,Credit,54,Performing/paid off
2022-08-16,657,691.46,0.0,Credit,41,Performing/paid off
2025-01-11,713,1008.97,97.21,Credit,41,Performing/paid off
2022-10-19,666,952.26,110.83,Credit,18,Performing/paid off
2024-09-03,703,1051.04,256.63,Cash,43,Performing/paid off
2020-11-25,772,770.41,172.12,Credit,25,Performing/paid off
2024-11-19,708,1291.06,132.98,Credit,46,Performing/paid off
2020-12-08,725,877.73,173.3,Credit,18,Performing/paid off
2020-12-06,704,777.34,104.22,Cash,55,Performing/paid off
